RoomArea,NumberofAppliances,OutsideTemperature,InsulationThickness,BuildingType,HVACSystem,AverageTemperature,EnergyConsumption
40.02,,27.58,26.7,Commercial,VRF,22.67,1034.66
38.19,8.0,23.99,24.09,office,Split AC,24.38,526.46
19.16,1.0,24.39,13.06,Educational,Rooftop Unit,,306.03
74.74,10.0,25.83,11.13,Commercial,Split AC,23.95,1684.92
23.21,1.0,27.3,12.77,Commercial,Heat Pump,25.34,278.35
12.26,2.0,23.05,26.16,Residential,Split AC,23.63,9707.062427230867
44.54,8.0,21.1,26.11,Office,VRF,21.72,557.51
27.84,6.0,25.64,23.63,Office,VRF,24.37,420.98
28.33,4.0,7.22,10.48,Commercial,Central AC,18.0,1132.37
46.97,14.0,26.49,19.3,Educational,central ac,22.48,930.8
34.26,14.0,9.78,5.77,Office,Split AC,19.29,1338.64
16.32,2.0,35.41,17.21,Residential,Split AC,28.26,354.89
49.56,13.0,15.86,9.0,Office,Central AC,19.96,1209.09
39.34,7.0,13.65,5.73,Commercial,Split AC,20.75,1513.52
74.19,9.0,41.06,13.96,Commercial,Rooftop Unit,30.0,3372.88
162.9,37.0,15.14,21.52,Commercial,Central AC,18.0,4608.25
336.43,24.0,30.53,11.22,Residential,VRF,23.73,5766.14
76.87,11.0,22.96,13.3,Commercial,Rooftop Unit,25.66,1660.06
13.97,1.0,30.55,16.39,Office,Rooftop Unit,26.33,261.62
12.812874931167217,83.0,23.65,7.24,Hospital,Central AC,24.45,1218.11
233.67,38.0,9.56,7.71,Residential,Split AC,19.99,6249.16
37.06,9.0,40.12,12.68,RESIDENTIAL,Split AC,25.58,1319.47
63.15,6.0,22.72,-8.591393521974759,Residential,Split AC,23.71,821.38
22.24,1.0,15.81,29.02514411640351,Office,VRF,18.24,10535.855034745387
177.6592973005348,6.0,17.45,15.01,Residential,Central AC,18.0,114.62709207951804
27.08,5.0,42.05,15.59,Hospital,Split AC,27.66,1292.28
13.39316037264097,97.0,31.5,16.06,Commercial,Heat Pump,23.83,1891.32
30.37,12.0,25.67,19.05,Office,Central AC,23.47,784.95
30.71,10.0,26.61,15.93,Residential,VRF,23.96,447.36
78.05,16.0,14.82,21.27,Commercial,Split AC,21.24,1888.6
64.3,5.0,25.11,19.08,Office,Split AC,23.38,897.06
16.13,5.0,30.83,11.03,Office,Rooftop Unit,25.93,503.52
45.99,17.0,28.56,13.92,Office,Split AC,25.61,1061.54
27.77,3.0,32.74,9.73,Residential,Rooftop Unit,23.98,709.44
10.51,1.0,,26.61,Residential,Central AC,18.0,216.26
30.81,5.0,12.29,13.3,Residential,VRF,21.13,714.83
31.3,8.0,28.02,20.67,Residential,Central AC,26.84,466.62
19.99,4.0,52.72556190423646,6.82,Educational,VRF,26.87,596.22
56.45,15.0,29.33,22.11,Office,VRF,25.72,1059.61
27.26,3.0,19.24,9.82,Office,Heat Pump,19.68,389.66
29.64,1.0,35.04,7.28,Residential,Central AC,26.78,938.17
41.51,7.0,20.73,12.93,Hospital,VRF,21.96,629.24
235.4254398546885,20.0,21.45,20.69,Residential,Central AC,22.07,122.16161963742545
77.25,19.0,36.58,15.42,Hospital,Central AC,25.58,3991.34
105.46,17.0,7.23,10.0,Office,Rooftop Unit,18.0,5944.47
84.8,23.0,23.54,0.44747309616789777,Commercial,Heat Pump,22.82,14987.348125043183
77.52,6.0,17.87,11.33,Office,Split AC,19.83,1134.68
45.97,16.0,25.83,7.3,Commercial,Split AC,23.69,1364.06
120.27,26.0,32.36,25.95,Hospital,Central AC,25.38,4302.07
18.85,8.0,8.68,9.74,Office,Central AC,19.13,923.4
21.27,8.0,5.29,8.95,Residential,Split AC,18.0,716.41
27.85,4.0,27.29,13.55,Office,Heat Pump,26.23,400.06
52.93,1.0,20.33,28.35,Residential,Split AC,23.24,10476.027906325375
72.6,10.0,28.71,8.16,residential,Heat Pump,27.82,973.23
37.98,13.0,42.37,11.69,Hospital,VRF,23.13,2511.22
155.01,35.0,44.04,10.04,Residential,Central AC,28.58,6528.53
136.81,13.0,49.408394718460976,14.18,Educational,Central AC,18.31,3562.14
74.0,18.0,18.08,8.79,Educational,Split AC,20.45,1472.43
53.27,10.0,43.87,10.7,Hospital,Heat Pump,23.21,2816.07
10.88,3.0,26.94,14.11,Residential,Central AC,23.91,233.04
284.7875811623891,8.0,20.14,24.78,Residential,Central AC,21.5,85.11140559758533
34.63,7.0,27.22,11.27,Educational,Central AC,26.99,525.48
93.01,-9.0,33.44,10.36,Office,VRF,24.05,2430.05
26.07,-2.0,31.67,11.38,Office,Split AC,25.27,779.06
15.178426214658915,117.0,27.16,15.15,Commercial,VRF,24.28,213.77
57.21,5.0,18.28,14.34,Office,Rooftop Unit,20.47,1088.11
51.47,12.0,32.36,18.88,Office,Split AC,25.32,1155.23
18.62,7.0,29.42,11.6,Office,VRF,26.06,475.12
58.23,14.0,23.57,17.57,Commercial,Heat Pump,22.67,985.55
72.02,9.0,27.98,23.22,Office,VRF,26.96,836.7
21.81,2.0,58.116840632736086,5.55,Commercial,Central AC,18.0,557.26
180.35,19.0,22.82,17.05,Residential,Split AC,20.93,1862.22
144.71,16.0,23.1,12.25,Residential,Split AC,23.78,1443.54
56.49,7.0,21.97,25.674541708830525,Commercial,Central AC,25.14,13062.39935990272
26.32,8.0,32.05,15.5,Hospital,Central AC,25.47,1284.73
64.24,8.0,28.62,14.37,Residential,Rooftop Unit,25.65,968.48
168.3,16.0,45.0,13.71,Office,vrf,22.49,5696.05
29.2,4.0,6.96,15.13,Educational,Rooftop Unit,18.0,1055.81
22.92,7.0,33.4,9.36,Residential,Heat Pump,24.6,586.81
13.52,7.0,24.3,30.0,Office,VRF,22.18,258.73
75.14,2.0,44.89,17.2,Residential,Split AC,28.26,9738.304386276863
62.96,11.0,23.71,9.46,Hospital,Rooftop Unit,22.96,1730.34
26.23,7.0,28.27,16.82,Educational,Heat Pump,26.35,432.2
18.6,3.0,26.97,18.82,Commercial,Split AC,26.03,372.73
25.18,1.0,36.18,13.29,Residential,Heat Pump,22.68,517.39
17.43,7.0,10.07,14.74,Educational,VRF,22.78,440.79
46.88,14.0,23.28,18.72,Residential,Split AC,22.72,674.89
43.4,20.0,25.36,8.63,Hospital,Split AC,25.1,1695.09
101.65,11.0,33.83,15.61,Educational,Split AC,25.53,2184.03
275.43929841399273,2.0,33.62,9.55,Educational,Split AC,25.16,177.78943908335756
345.40066646244856,19.0,23.12,15.26,Office,Rooftop Unit,23.07,116.23665676407398
23.92,5.0,22.49,20.14,Residential,Split AC,23.97,307.26
299.333621920794,7.0,13.75,14.06,Commercial,Central AC,19.8,175.7971052273086
35.58,18.0,-55.454350274872475,16.21,Commercial,Split AC,22.45,924.25
99.29,40.0,17.45,7.42,Commercial,VRF,20.52,2492.95
15.354194417426736,113.0,25.98,7.72,Hospital,Split AC,25.39,1264.02
51.07,20.0,32.73,19.79,Residential,Central AC,25.85,1189.3
62.49,9.0,22.74,13.02,Commercial,Central AC,23.57,1085.29
199.2,12.0,13.74,9.79,Residential,Central AC,20.36,3807.51
84.47,39.0,34.58,9.61,Office,Central AC,25.61,-447.6383633897229
18.76,8.0,22.31,9.42,Residential,Split AC,22.98,
56.03,16.0,18.2,8.1,Educational,Heat Pump,19.56,1026.71
17.25,6.0,23.71,25.84,Office,Heat Pump,22.11,278.39
67.44,6.0,21.84,9.69,Residential,Heat Pump,19.73,669.62
62.26,16.0,15.02,10.49,Office,Central AC,18.21,1874.25
67.18,14.0,15.23,17.72,Educational,Split AC,18.0,1130.46
59.99,12.0,20.38,17.07,Office,Heat Pump,20.61,723.2
63.28,12.0,27.76,24.45,Hospital,Split AC,24.65,1394.78
59.17,11.0,28.42,9.66,Educational,,28.09,1485.46
193.46,10.0,10.73,13.4,Residential,Rooftop Unit ,18.43,4576.78
24.28,6.0,9.96,7.87,Educational,VRF,19.33,559.77
22.72,3.0,37.58,14.77,Office,Central AC,25.7,918.9
37.83,10.0,26.34,30.0,Office,VRF,25.27,440.08
12.33,8.0,41.07,15.68,Office,Rooftop Unit,29.77,851.44
318.926912099582,19.0,36.78,15.85,Commercial,Central AC,28.26,41.221029032278125
26.92,3.0,41.0,10.11,Office,Central AC,29.16,1209.09
12.0946881786268,115.0,7.65,13.12,Residential,Central AC,18.0,4397.09
256.77,42.0,18.46,16.29,Residential,Split AC,20.41,3404.93
11.168866241652072,85.0,14.58,23.14,Office,Heat Pump,21.33,900.2
16.69,1.0,42.45,25.18,Residential,Split AC,26.12,247.78
142.46,23.0,18.06,15.4,Hospital,VRF,20.74,2702.67
21.56,2.0,24.44,11.42,Commercial,VRF,22.33,311.24
108.3,27.0,31.62,20.64,Commercial,VRF,22.99,3251.66
47.24,17.0,22.08,28.4,Residential,Central AC,22.49,817.47
174.31,30.0,9.3,16.08,Commercial,Split AC,20.39,5275.02
73.68,5.0,28.16,6.2,Commercial,Central AC,24.85,1826.42
212.65702319387617,3.0,33.26,9.87,Residential,Split AC,24.78,34.47168137641389
29.04,1.0,25.75,12.95,Office,Central AC,23.13,584.08
42.97,12.0,11.43,8.04,Office,Heat Pump,20.47,998.04
11.15,1.0,20.91,22.75,Residential,Heat Pump,22.26,89.53
33.36,13.0,15.4,16.27,Office,Heat Pump,18.0,830.56
113.53,18.0,27.3,30.0,Office,Central AC,22.59,2098.87
71.0,8.0,32.9,17.66,Commercial,Central AC,26.23,2293.52
18.12387200442513,17.0,27.52,23.7,Residential,Central AC,25.62,15464.105273011824
30.62,15.0,31.26,14.08,Residential,Split AC,26.45,883.08
183.58,29.0,34.81,11.45,Office,VRF,23.54,5748.93
174.11,14.0,11.18,7.53,Residential,Split AC,20.66,4160.8
27.64,4.0,56.87047569687315,15.35,Commercial,Heat Pump,28.08,449.92
13.15,5.0,36.21,16.11,Commercial,Central AC,27.35,565.1
191.1,28.0,24.17,4.95,Residential,Heat Pump,22.57,2373.11
11.37,6.0,9.96,11.95,Educational,Central AC,18.16,552.16
25.73,3.0,6.3,20.09,Residential,Heat Pump,21.71,472.92
11.97,6.0,8.09,27.8,Office,Central AC,18.0,376.59
61.28,18.0,11.07,13.25,Office,Split AC,20.02,2198.31
193.06,23.0,7.85,7.74,Hospital,VRF,21.23,6863.13
89.13,11.0,37.17,21.12,Residential,VRF,24.82,1736.66
62.32,6.0,23.46,19.84,Residential,VRF,24.32,497.67
72.6,9.0,29.89,15.8,,VRF,26.62,1002.61
32.03,13.0,24.85,12.73,Residential,Heat Pump,22.95,470.79
15.621147664284472,91.0,21.53,8.72,Hospital,Central AC,24.2,2140.48
29.07,4.0,31.82,11.32,Residential,Split AC,27.47,614.33
10.29,2.0,24.13,17.32,Educational,Rooftop Unit,24.25,176.61
59.8,9.0,8.14,5.64,Hospital,Heat Pump,18.63,2369.64
48.04,15.0,19.72,18.41,Hospital,Heat Pump,21.58,1173.19
21.565885524945834,1.0,35.57,8.39,Residential,Split AC,27.38,15605.901587384538
76.61,7.0,23.49,20.6,Office,Rooftop Unit,23.1,1067.57
10.71,4.0,23.13,17.03,Residential,Central AC,20.79,267.53
46.99,17.0,22.07,19.79,Residential,Central AC,24.55,1005.63
164.76,25.0,26.37,16.79,Office,Central AC,23.8,3065.57
19.18,,16.72,17.42,Residential,Split AC,19.11,316.82
14.03,5.0,22.59,10.6,Residential,VRF,24.27,264.1
11.08,6.0,23.75,10.77,Residential,Rooftop Unit,24.03,344.5
168.31,,41.24,22.31,Office,Central AC,30.0,4647.99
55.71,17.0,17.94,20.88,Educational,Central AC,18.0,900.73
277.40289818321787,15.0,22.84,8.03,Educational,Heat Pump,20.8,141.53840047154756
157.50376233548232,19.0,6.84,17.96,Office,Central AC,18.0,30.959476100813085
10.69,1.0,23.44,30.0,Hospital,Central AC,22.5,211.59
44.69,20.0,44.43,21.42,Office,Heat Pump,24.86,1607.33
275.05,44.0,8.76,15.35,Residential,Split AC,18.0,5710.78
13.03,1.0,31.67,10.22,Office,Heat Pump,23.32,145.09
17.32,2.0,54.13781416580213,15.43,Residential,Split AC,28.0,237.58
123.27,23.0,23.79,26.35,Educational,Rooftop Unit,23.04,1990.47
40.5,12.0,20.72,22.59,Commercial,VRF,23.42,635.16
185.9,29.0,12.78,16.06,Hospital,VRF,22.53,5066.6
51.35,8.0,22.28,18.74, Educational,Heat Pump,21.21,455.7
32.87,10.0,25.01,-7.629203046271094,Residential,Heat Pump,23.33,504.16
121.65,15.0,24.42,27.57,Hospital,Central AC,23.14,2361.56
18.44,3.0,24.27,25.709138232607238,Office,Central AC,22.73,13344.373666668682
25.19,8.0,19.33,9.18,Hospital,Rooftop Unit,20.01,904.05
338.14,40.0,22.89,21.72,Office,VRF,23.33,3994.34
64.41,20.0,21.18,19.83,Residential,Split AC,22.24,1474.2
146.61,15.0,9.88,16.67,Commercial,Split AC,18.14,4011.54
197.33,18.0,21.6,11.78,Commercial,VRF,19.04,2819.1
25.54,1.0,10.9,11.26,Office,Heat Pump,22.18,488.7
86.17,30.0,22.92,9.97,Office,Split AC,23.42,2183.03
15.47,8.0,19.9,8.34,Commercial,Heat Pump,19.74,414.33
49.71,13.0,7.61,8.76,Commercial,VRF,20.55,1765.33
34.83,15.0,18.55,14.97,Residential,Heat Pump,20.85,454.71
20.73,7.0,34.22,15.63,Educational,Split AC,24.21,771.93
61.08,10.0,32.18,14.88,Residential,Split AC,25.61,1346.0
22.52,7.0,41.11,8.14,Office,Heat Pump,25.25,805.1
48.43,19.0,37.64,13.77,Residential,Split AC,26.31,1822.78
14.87,1.0,17.77,14.62,Office,Central AC,20.64,263.52
12.29,7.0,21.29,0.6998449136293486,Educational,Split AC,19.36,8838.250701983647
197.23,12.0,26.77,5.65,Commercial,Heat Pump,23.97,2800.76
347.66,22.0,29.22,6.98,Commercial,VRF,26.2,7036.4
65.24,6.0,5.0,30.0,Commercial,Rooftop Unit,18.0,1424.6
45.01,11.0,8.04,12.94,Residential,Heat Pump,20.24,1006.19
69.83,12.0,26.01,10.52,Residential,Rooftop Unit,22.21,1262.15
32.23,17.0,19.45,16.74,Residential,Central AC,19.78,810.71
13.69,7.0,21.91,6.77,Residential,Rooftop Unit,22.0,419.81
61.45,12.0,29.53,19.82,Commercial,Split AC,26.68,1265.39
69.59,18.0,23.81,17.67,Office,Central AC,24.78,1210.15
114.05,16.0,51.804762398450215,22.84,Residential,Split AC,19.12,1975.57
215.79,48.0,18.65,8.14,Commercial,VRF,23.26,4892.77
13.25,3.0,34.6,17.45,Residential,Central AC,24.27,367.38
49.37,9.0,25.9,16.04,Residential,Split AC,24.73,765.04
40.92,16.0,17.48,,Educational,Rooftop Unit,18.0,962.47
11.600017366422867,7.0,26.84,11.35,Residential,Central AC,26.07,14103.12777522123
18.1,7.0,11.63,16.77,Residential,Split AC,18.0,518.34
66.31,17.0,27.12,12.23,Residential,Central AC,27.96,1067.11
24.434909208724637,106.0,41.23,16.33,Educational,Split AC,27.25,1147.48
25.68,5.0,34.75,29.07,Office,VRF,23.29,484.99
32.45,6.0,19.71,4.63,Commercial,Central AC,21.5,811.27
274.7485115899251,29.0,20.04,11.32,Hospital,Heat Pump,22.13,99.76374424783815
16.56,7.0,21.85,8.74,Residential,Heat Pump,23.8,284.91
64.35,8.0,22.63,9.79,Educational,Central AC,22.35,1090.18
64.93,11.0,15.05,26.1,Office ,Central AC,18.0,1084.8
15.88,6.0,24.17,21.05,,Split AC,25.34,309.28
16.41,5.0,28.65,7.36,Residential,VRF,25.45,333.45
25.09,2.0,16.46,14.03,Educational,Split AC,20.63,406.82
180.17,22.0,32.26,15.9,Hospital,Central AC,25.84,7656.11
41.21,20.0,29.34,17.72,Residential,Rooftop Unit,25.23,1064.2
64.56,13.0,29.47,18.44,Residential,VRF,27.63,743.11
26.71,7.0,27.52,12.48,Residential,Rooftop Unit,25.84,616.79
60.01,12.0,21.87,9.92,Residential,Rooftop Unit,21.6,875.0
32.39,9.0,22.76,11.31,Office,Central AC,23.96,946.04
81.22,20.0,19.51,26.25,Residential,Rooftop Unit,22.47,1316.87
12.722364399943583,81.0,30.26,7.63,Office,Split AC,25.72,314.54
28.46,7.0,33.14,17.43, Educational,Rooftop Unit,26.14,804.16
75.2,11.0,26.5,14.09,Commercial, Split AC,24.99,1339.63
27.13,7.0,19.76,9.19,Hospital,Split AC,20.17,919.22
67.22,20.0,22.14,13.44,Residential,VRF,23.01,1133.88
11.536581307841447,80.0,7.87,17.77,Hospital,Rooftop Unit,19.1,7135.86
51.02,17.0,24.79,11.49,Commercial,Heat Pump,27.73,1035.55
37.04,20.0,37.51,12.74,Hospital,Rooftop Unit,27.85,
113.82,25.0,10.28,12.62,Office,Split AC,20.12,4157.91
52.89,6.0,25.73,10.97,Office, VRF,25.11,669.2
59.32,12.0,12.47,7.8,Commercial,VRF,22.31,1468.81
15.42,1.0,24.56,10.05,Residential,VRF,23.07,140.17
128.9,31.0,45.0,24.55,Residential,Central AC,29.06,4169.42
14.48,7.0,17.64,14.05,Office,,18.93,350.24
57.37,8.0,41.33,11.98,Residential,VRF,22.79,1954.97
68.97,18.0,27.88,9.65,Educational,Split AC,24.26,1710.94
72.42,17.0,25.69,14.06,Residential,Central AC,23.41,1326.33
29.01,8.0,15.61,8.91,Office,Heat Pump,18.46,521.85
46.72,16.0,22.78,8.72,Educational,Split AC,21.19,1168.4
35.57,5.0,18.61,20.84,Residential,Central AC,20.2,409.55
57.52,12.0,22.51,16.39,Educational,Heat Pump,21.95,637.99
10.2,8.0,34.56,22.46,Educational,Central AC,26.14,403.8
16.43,4.0,20.37,0.26567124324066815,Commercial,Heat Pump,25.32,13670.380442380487
56.82,18.0,17.44,18.99,Residential,Split AC,20.13,970.09
28.94,5.0,28.34,22.37,Commercial,Central AC,25.16,607.87
16.18,8.0,24.07,14.43,Commercial,Central AC,24.08,-458.543925663167
74.63,5.0,42.82,12.55,Residential,Split AC,27.92,2497.82
76.12,17.0,25.38,10.82,Office,Split AC,23.86,1744.26
31.05,7.0,26.63,22.12,Office,Central AC,27.23,611.9
15.41,4.0,24.36,14.14,Office,Split AC,22.9,332.67
288.22,35.0,24.03,13.67,Commercial,,26.27,6004.64
25.93,2.0,20.98,14.93,Commercial,Central AC,19.52,8391.26183193262
46.61,7.0,20.47,14.24,Office,Split AC,20.82,639.54
69.34,7.0,20.38,8.22,Hospital,Heat Pump,22.93,1456.69
26.56,4.0,21.08,9.9,Office,Rooftop Unit,21.47,415.97
29.02,2.0,41.78,7.34,Commercial,VRF,25.9,1459.95
28.09,5.0,7.48,16.89,Residential,Central AC,18.42,613.69
23.58,8.0,32.74,26.34,Commercial,VRF,24.08,510.29
33.3,6.0,38.9,10.03,Hospital,VRF,26.17,-104.46887976609814
172.23,12.0,28.99,4.24,Commercial,Central AC,26.07,-361.28114128057166
13.29,7.0,22.84,16.18,Commercial,Rooftop Unit,21.95,533.82
57.72,7.0,32.13,21.43,Residential,Heat Pump,21.19,720.82
29.09,6.0,36.79,17.38,Educational,Split AC,25.89,783.79
19.11,4.0,29.18,15.18,Commercial,VRF,25.49,351.3
33.04,9.0,30.16,13.44,Office,Split AC,24.37,950.64
255.86,29.0,14.19,22.68,Commercial,Rooftop Unit,18.19,-171.959169618644
276.28,41.0,16.4,23.34,Commercial, Split AC,20.0,5304.31
21.92,2.0,21.78,18.64,,Split AC,23.81,249.97
79.6,9.0,17.11,17.6,Commercial,Split AC,18.22,1549.47
32.53,19.0,34.76,8.0,Office,Split AC,26.9,1564.1
18.88,2.0,16.67,15.88,Commercial,Central AC,18.17,11985.281694518213
10.8,2.0,31.01,11.48,Educational,Central AC,25.32,302.88
56.98,20.0,24.3,12.37,Office,Central AC,20.78,2034.06
99.5,35.0,25.95,14.18,Office,Heat Pump,25.24,1628.67
12.97,5.0,44.4,13.35,Residential,Split AC,27.61,615.33
65.49,18.0,27.23,8.44,Hospital,Heat Pump,25.01,1821.85
285.02900418203876,11.0,38.87,9.89,Residential,Split AC,26.89,53.215949871880056
12.1,3.0,37.28,8.11,Office,Central AC,27.22,436.36
25.47,3.0,5.34,10.68,Office,Heat Pump,19.76,684.62
18.75,2.0,24.2,4.58,Residential,Central AC,22.36,196.2
51.41,11.0,19.04,14.61,HOSPITAL,Split AC,22.61,1477.69
48.69,12.0,21.58,11.73,Office,Rooftop Unit,24.17,1262.55
29.08,7.0,10.05,21.81,Commercial,Central AC,18.2,879.51
25.25,8.0,13.09,22.15,Residential,Rooftop Unit,21.31,569.04
14.145357510019446,91.0,26.81,19.47,Residential,Split AC,23.27,1652.32
28.08,7.0,15.71,21.39,Commercial,Central AC,18.19,780.67
42.16,18.0,7.33,8.74,Office,VRF,23.49,1908.08
76.62,15.0,6.97,12.17,Residential,Rooftop Unit,18.0,2534.88
24.47,8.0,22.91,17.27,Commercial,Heat Pump,23.93,468.05
142.95,18.0,30.95,23.74, Office,VRF,23.68,2193.68
10.89,4.0,27.15,18.94,Commercial,VRF,24.66,262.01
28.66,7.0,24.75,16.25,Residential,Rooftop Unit,22.79,469.25
53.65,6.0,16.95,8.11,Residential,Split AC,20.16,759.18
40.4,5.0,22.08,19.11,Office,Central AC,23.53,656.28
18.9,6.0,7.01,23.68,Office,Central AC,18.0,624.0
10.47,1.0,29.9,14.6,Residential ,Rooftop Unit,26.28,189.36
71.99,17.0,32.74,7.19,Commercial,Heat Pump,25.27,2122.17
27.48,4.0,9.15,16.08,Office,VRF,23.23,567.07
59.85,9.0,44.71,17.28,Residential,Central AC,28.73,1953.04
185.85,40.0,26.21,10.2,Office,VRF,22.65,3176.88
146.89,39.0,15.43,7.11,Commercial,Central AC,20.21,6457.45
78.2,18.0,33.56,19.81,Office,Split AC,25.03,2434.65
31.98,11.0,29.78,11.1,Commercial,VRF,26.51,957.95
19.97,7.0,26.08,5.96,Commercial,Heat Pump,26.13,389.21
96.27,38.0,42.9,16.15,Residential,,30.0,4476.23
15.13,4.0,13.75,3.65,Commercial,Split AC,20.96,569.54
152.86,28.0,27.1,8.53,Commercial,Central AC,26.39,3908.98
12.48,4.0,16.9,29.12,Commercial,Rooftop Unit,18.0,262.49
123.77,14.0,26.17,14.57,Hospital,Split AC ,24.17,2741.1
186.27065029465484,10.0,45.0,13.23,Commercial,Rooftop Unit,30.0,96.76654184261469
85.33,22.0,39.14,10.47,Hospital,VRF,24.43,4923.03
118.14,,20.87,14.7,Office,Split AC,22.12,2027.96
27.22,6.0,29.65,21.9,Residential,Split AC,26.06,382.06
51.0,7.0,14.6,10.85,Residential,Rooftop Unit,19.13,1114.63
44.58,9.0,9.31,14.33,Commercial,Heat Pump,20.1,1432.2
26.26,2.0,24.53,13.94,Educational,Heat Pump,24.04,226.49
21.83,1.0,28.69,12.75,Residential,Split AC,27.99,299.82
29.07,4.0,31.82,11.32,Residential,Split AC,27.47,614.33
72.84,13.0,5.15,27.09,Residential,Heat Pump,21.32,1279.78
40.31,13.0,22.66,8.59,Commercial,Central AC,20.21,
74.95,10.0,19.38,11.2, Residential,Central AC,21.51,1117.29
29.2,6.0,29.99,17.85,Residential,Rooftop Unit,26.33,657.27
62.9,5.0,31.48,7.99,Commercial,Central AC,25.72,1700.57
59.23,14.0,26.12,17.33,Educational,VRF,24.46,819.57
11.29825904949674,112.0,14.24,24.99,Educational,Central AC,18.03,1347.92
43.06,20.0,28.0,5.82,Educational,Central AC,25.9,1395.65
51.22,11.0,28.76,14.03,Residential,Split AC,24.48,1156.37
23.024023525687284,28.0,25.28,14.92,Office,Split AC,23.77,11965.855027438503
17.5,3.0,35.27,18.16,Office,Central AC,26.9,508.4
49.29,16.0,24.09,7.31,Office,VRF,22.48,877.07
25.28,7.0,30.51,9.78,Commercial,Split AC,24.65,-126.73081867615105
28.2,3.0,14.85,10.06,Residential,Split AC,19.43,443.51
15.89,7.0,21.17,8.04,Residential,Central AC,20.49,402.02
143.97,40.0,24.56,0.754325068434004,Office,Heat Pump,23.61,13701.501337150781
57.59,8.0,30.49,23.32,Commercial,,24.71,1201.04
139.67,34.0,21.45,-6.270997499133253,Residential,Central AC,20.8,2507.83
68.93,10.0,-61.16484530178055,10.37,Office,Split AC,18.47,1583.94
16.520152399147758,71.0,8.59,12.83,Office,Heat Pump,18.72,1388.81
104.16,13.0,23.97,12.24,Residential,Central AC,22.38,1575.18
13.78,1.0,28.58,17.11,Residential,Split AC,25.83,212.9
22.8,3.0,31.35,25.54,Commercial,Central AC,24.4,477.33
55.77,10.0,29.96,17.32,Educational,Central AC,27.15,1124.5
21.00998217753564,1.0,26.5,12.28,Commercial,Split AC,24.14,9259.563655966716
36.19,5.0,19.86,10.09,Hospital,VRF,21.18,788.5
40.1,18.0,17.78,9.77,Commercial,Heat Pump,19.62,1131.07
179.19,28.0,25.93,11.84,Hospital,rooftop unit,25.97,5420.75
68.93,16.0,33.26,30.0,Educational,Central AC,25.42,1355.5
166.74,26.0,27.48,15.51,Hospital,Rooftop Unit,23.4,4765.42
52.03,10.0,27.22,19.57,Residential,Heat Pump,26.61,560.27
33.95,10.0,36.19,11.6,Residential,Split AC,26.78,943.29
161.89,35.0,20.12,14.57,Commercial,Split AC,21.72,3578.12
54.74,12.0,,7.65,Office,Split AC,21.18,932.89
35.89,7.0,34.3,-6.590947036778137,Commercial,VRF,23.96,1246.46
16.58,1.0,25.15,8.18,Residential,Split AC,23.08,206.94
63.57,1.0,29.25,13.77,Office,Central AC,27.31,11417.435914320085
319.12,20.0,34.23,6.18,Residential,Split AC,27.15,7291.79
38.75,17.0,5.0,15.33,Office,Central AC,18.0,1850.22
177.59,28.0,26.92,8.34,Commercial,Split AC,26.53,4367.43
97.39,24.0,16.84,5.1,Commercial,Central AC,19.39,2781.42
326.07,35.0,26.21,13.92,Residential,Heat Pump ,26.04,2904.22
43.97,11.0,32.4,12.03,Office,Rooftop Unit,27.2,1287.67
162.61,36.0,31.1,13.41,Office,VRF,24.08,3842.81
53.07,19.0,14.89,15.39,Hospital,Rooftop Unit,18.71,2283.92
16.64,4.0,40.95,20.19,Residential,Central AC,28.92,530.08
17.2,1.0,16.45,9.85,Office,Central AC,20.1,8033.7721073046805
12.41,1.0,12.92,7.61,Office,Central AC,20.67,296.44
42.05,8.0,24.17,8.78,Hospital,Split AC,21.88,1018.88
18.3,4.0,37.72,14.6,Residential,Central AC,26.49,594.08
46.07,15.0,11.49,22.08,Office,VRF,20.25,1181.05
13.12,4.0,16.64,14.86,Commercial,Heat Pump,19.48,222.78
168.42,22.0,32.1,17.91,Residential,Heat Pump,24.44,2241.17
15.43,4.0,36.74,17.33,Commercial,Split AC,26.54,543.94
63.68,11.0,17.81,6.11,Hospital,Heat Pump,21.24,1443.1
14.83,5.0,18.92,7.96,Residential,Split AC,18.88,325.97
77.42,16.0,20.46,20.12,Office,VRF,20.69,958.15
62.88,-9.0,32.25,9.93,Residential,Split AC,24.94,1292.43
91.7,36.0,34.3,16.23,Commercial,VRF,22.08,3645.45
16.44,2.0,39.48,28.457863815880117,Residential,Central AC,26.83,11347.257664576538
